"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Indication Class";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles";"Inchi";"Withdrawn Flag";"Orphan"
"CHEMBL900";"ORPHENADRINE";"Disipal|Invagesic|MEFENAMINE|MIALGIN|Norflex|Norgesic|ORPHENADRIN|ORPHENADRINE|Orphenadrine|Orphengesic";"";"4.0";"Pai Holdings Llc Dba Pharmaceutical Associates Inc|Sandoz Inc|Galt Pharmaceuticals Llc|Impax Pharmaceuticals|Ascot Hosp Pharmaceuticals Inc Div Travenol Laboratories Inc|Hikma Pharmaceuticals Usa Inc|Jerome Stevens Pharmaceuticals Inc|Lupin Inc|Bausch Health Us Llc|Watson Laboratories Inc";"'-drine'";"";"sympathomimetics";"'-drine(-drine)'";"1957";"M03BC51";"M03BC - Ethers, chemically close to antihistamines";"M03B - MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS";"M03 - MUSCLE RELAXANTS";"M - MUSCULO-SKELETAL SYSTEM";"Antihistaminic; Relaxant (skeletal muscle)";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"1";"0";"0";"Prescription Only";"Cc1ccccc1C(OCCN(C)C)c1ccccc1";"InChI=1S/C18H23NO/c1-15-9-7-8-12-17(15)18(20-14-13-19(2)3)16-10-5-4-6-11-16/h4-12,18H,13-14H2,1-3H3";"False";"0"
"CHEMBL866";"MYCOPHENOLIC ACID";"68618|MYCOPHENOLATE|MYCOPHENOLATE MOFETIL IMPURITY, MYCOPHENOLIC ACID-|MYCOPHENOLIC ACID|MYFORTIC|NSC-129185|RS-61443 [AS MOFETIL]";"68618|NSC-129185|RS-61443 [AS MOFETIL]";"4.0";"Accord Healthcare Inc|Rk Pharma Inc|Amta Labs Ltd|Novartis Pharmaceuticals Corp|Concord Biotech Ltd|Biocon Pharma Ltd|Twi Pharmaceuticals Inc|Apotex Inc|Teva Pharmaceuticals Usa|Alkem Laboratories Ltd";"";"1970";"";"";"2004";"L04AA06";"L04AA - Selective immunosuppressants";"L04A - IMMUNOSUPPRESSANTS";"L04 - IMMUNOSUPPRESSANTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"Antineoplastic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"1";"Prescription Only";"COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2";"InChI=1S/C17H20O6/c1-9(5-7-13(18)19)4-6-11-15(20)14-12(8-23-17(14)21)10(2)16(11)22-3/h4,20H,5-8H2,1-3H3,(H,18,19)/b9-4+";"False";"0"
"CHEMBL17";"DICHLORPHENAMIDE";"DARANIDE|DICHLORPHENAMIDE|DICLOFENAMIDE|Dichlorphenamide|KEVEYIS|ORATROL";"";"4.0";"Xeris Pharmaceuticals Inc|Torrent Pharma Inc";"";"";"";"";"1958";"S01EC02";"S01EC - Carbonic anhydrase inhibitors";"S01E - ANTIGLAUCOMA PREPARATIONS AND MIOTICS";"S01 - OPHTHALMOLOGICALS";"S - SENSORY ORGANS";"Carbonic Anhydrase Inhibitor";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1";"InChI=1S/C6H6Cl2N2O4S2/c7-4-1-3(15(9,11)12)2-5(6(4)8)16(10,13)14/h1-2H,(H2,9,11,12)(H2,10,13,14)";"False";"0"
"CHEMBL959";"RIMANTADINE";"RIMANTADINE|Rimantadin";"";"4.0";"Impax Laboratories Inc|Forest Laboratories Inc|Chartwell Rx Sciences Llc|Sun Pharmaceutical Industries Inc";"'-mantadine'";"1966";"antivirals/antiparkinsonians (adamantane derivatives)";"'-mantadine(-mantadine)'";"1993";"J05AC02";"J05AC - Cyclic amines";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antiviral";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"0";"Prescription Only";"CC(N)C12CC3CC(CC(C3)C1)C2";"InChI=1S/C12H21N/c1-8(13)12-5-9-2-10(6-12)4-11(3-9)7-12/h8-11H,2-7,13H2,1H3";"False";"0"
"CHEMBL504";"DIMETHYL SULFOXIDE";"DIMETHYL SULFOXIDE|DMSO|Domoso|Infiltrina|NSC-763|RIMSO-50|Rimso 50|SQ 9453|SQ-9453|Syntexan";"DMSO|NSC-763|SQ 9453|SQ-9453";"4.0";"Mylan Institutional Llc";"";"1965";"";"";"1978";"G04BX13 | M02AX03";"G04BX - Other urologicals | M02AX - Other topical products for joint and muscular pain";"G04B - UROLOGICALS | M02A - TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN";"G04 - UROLOGICALS | M02 - TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN";"G - GENITO URINARY SYSTEM AND SEX HORMONES | M - MUSCULO-SKELETAL SYSTEM";"Anti-Inflammatory (topical)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"1";"0";"0";"Prescription Only";"C[S+](C)[O-]";"InChI=1S/C2H6OS/c1-4(2)3/h1-2H3";"False";"0"
"CHEMBL1200600";"FLUOROMETHOLONE";"FLUATON|FLUOR-OP|FLUOROMETHOLONE|FML FORTE|FML FTE|FML-NEO|NSC-33001|OXYLONE";"NSC-33001";"4.0";"Novartis Pharmaceuticals Corp|Abbvie Inc|Allergan Pharmaceutical|Pharmacia And Upjohn Co";"'-olone'";"";"steroids (not prednisolone derivatives)";"'-olone(-olone)'";"1972";"S01BA07 | D07XB04 | D07AB06 | D10AA01 | S01CB05 | C05AA06";"S01BA - Corticosteroids, plain | D07XB - Corticosteroids, moderately potent, other combinations | D07AB - Corticosteroids, moderately potent (group II) | D10AA - Corticosteroids, combinations for treatment of acne | S01CB - Corticosteroids/antiinfectives/mydriatics in combination | C05AA - Corticosteroids";"S01B - ANTIINFLAMMATORY AGENTS | D07X - CORTICOSTEROIDS, OTHER COMBINATIONS | D07A - CORTICOSTEROIDS, PLAIN | D10A - ANTI-ACNE PREPARATIONS FOR TOPICAL USE | S01C - ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION | C05A - AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE";"S01 - OPHTHALMOLOGICALS | D07 - CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS | D07 - CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS | D10 - ANTI-ACNE PREPARATIONS | S01 - OPHTHALMOLOGICALS | C05 - VASOPROTECTIVES";"S - SENSORY ORGANS | D - DERMATOLOGICALS | D - DERMATOLOGICALS | D - DERMATOLOGICALS | S - SENSORY ORGANS | C - CARDIOVASCULAR SYSTEM";"Glucocorticoid";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"1";"0";"Prescription Only";"CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C";"InChI=1S/C22H29FO4/c1-12-9-17-15-6-8-21(27,13(2)24)20(15,4)11-18(26)22(17,23)19(3)7-5-14(25)10-16(12)19/h5,7,10,12,15,17-18,26-27H,6,8-9,11H2,1-4H3/t12-,15-,17-,18-,19-,20-,21-,22-/m0/s1";"False";"0"
"CHEMBL1200623";"ETHYLESTRENOL";"DURABOLIN-O|DURABORAL|ETHYLESTRENOL|ETHYLNANDROL|ETHYLOESTRENOL|MAXIBOLIN|NSC-37726|ORABOLIN";"NSC-37726";"4.0";"Organon Usa Inc";"'-estr-'";"1962";"estrogens";"'-estr-(-estr-)'";"1964";"A14AB02";"A14AB - Estren derivatives";"A14A - ANABOLIC STEROIDS";"A14 - ANABOLIC AGENTS FOR SYSTEMIC USE";"A - ALIMENTARY TRACT AND METABOLISM";"Anabolic";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Discontinued";"CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C";"InChI=1S/C20H32O/c1-3-20(21)13-11-18-17-9-8-14-6-4-5-7-15(14)16(17)10-12-19(18,20)2/h6,15-18,21H,3-5,7-13H2,1-2H3/t15-,16+,17+,18-,19-,20-/m0/s1";"False";"0"
"CHEMBL190461";"CANNABIDIOL";"(-)-CANNABIDIOL|(-)-CBD|(-)-TRANS-CANNABIDIOL|.DELTA.1(2)-TRANS-CANNABIDIOL|BTX-1204|BTX-1503|CANNABIDIOL|CANNABIDIOL SOLUTION|CARDIOLRX|CBD|EPIDIOLEX|Epidyolex|GWP-42003|GWP-42003-P|GWP42003|GWP42003-P";"BTX-1204|BTX-1503|GWP-42003|GWP-42003-P|GWP42003|GWP42003-P";"4.0";"Gw Research Ltd";"'-nab-'";"2016";"cannabinol derivatives";"'-nab-(-nab-)'";"2018";"N03AX24";"N03AX - Other antiepileptics";"N03A - ANTIEPILEPTICS";"N03 - ANTIEPILEPTICS";"N - NERVOUS SYSTEM";"";"US-9949937-B2";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O";"InChI=1S/C21H30O2/c1-5-6-7-8-16-12-19(22)21(20(23)13-16)18-11-15(4)9-10-17(18)14(2)3/h11-13,17-18,22-23H,2,5-10H2,1,3-4H3/t17-,18+/m0/s1";"False";"1"
"CHEMBL384467";"DEXAMETHASONE";"AEROSEB-DEX|DECADERM|DECADRON|DECADRON-75|DECASPRAY|DEXACORTISYL|DEXAFREE|DEXAMETHASONE|DEXAMETHASONE INTENSOL|DEXAMETHASONE METASULFOBENZOATE SODIUM|DEXAMETHASONE PALMITATE|DEXAMETHASONE VALERATE|DEXONE 0.5|DEXONE 0.75|DEXONE 1.5|DEXONE 4|DEXSOL|DEXTENZA|DEXYCU|DEXYCU KIT|DROPODEX|Dalalone|Decadron-LA|Dexacen-4|Dexacort|Dexair|Dexamethasone|Dexone|FLUORMETHYLPREDNISOLONE|GPPE EAR SPY|HEMADY|HEXADROL|ISV-305|Kortico Injection|MARTAPAN|MAXIDEX|MAXITROL|Mymethasone|NSC-34521|Neodecadron|ORADEXON|OTO-104|OTOMIZE|Ozurdex|SOFRADEX|SPERSADEX COMP|TOBRADEX";"ISV-305|NSC-34521|OTO-104";"4.0";"Lyne Laboratories Inc|Pharmobedient Consulting|Watson Laboratories Inc|Larken Laboratories Inc|Impax Laboratories Inc|Bionpharma Inc|Bausch Health Americas Inc|Private Formulations Inc|Xspire Pharma Llc|Hikma Pharmaceuticals Usa Inc";"";"";"";"";"1958";"A01AC02 | R01AD03 | S02BA06 | S03BA01 | D07AB19 | D10AA03 | S01CB01 | C05AA09 | D07XB05 | H02AB02 | S01BA01";"A01AC - Corticosteroids for local oral treatment | R01AD - Corticosteroids | S02BA - Corticosteroids | S03BA - Corticosteroids | D07AB - Corticosteroids, moderately potent (group II) | D10AA - Corticosteroids, combinations for treatment of acne | S01CB - Corticosteroids/antiinfectives/mydriatics in combination | C05AA - Corticosteroids | D07XB - Corticosteroids, moderately potent, other combinations | H02AB - Glucocorticoids | S01BA - Corticosteroids, plain";"A01A - STOMATOLOGICAL PREPARATIONS | R01A - DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE | S02B - CORTICOSTEROIDS | S03B - CORTICOSTEROIDS | D07A - CORTICOSTEROIDS, PLAIN | D10A - ANTI-ACNE PREPARATIONS FOR TOPICAL USE | S01C - ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION | C05A - AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE | D07X - CORTICOSTEROIDS, OTHER COMBINATIONS | H02A - CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN | S01B - ANTIINFLAMMATORY AGENTS";"A01 - STOMATOLOGICAL PREPARATIONS | R01 - NASAL PREPARATIONS | S02 - OTOLOGICALS | S03 - OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS | D07 - CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS | D10 - ANTI-ACNE PREPARATIONS | S01 - OPHTHALMOLOGICALS | C05 - VASOPROTECTIVES | D07 - CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS | H02 - CORTICOSTEROIDS FOR SYSTEMIC USE | S01 - OPHTHALMOLOGICALS";"A - ALIMENTARY TRACT AND METABOLISM | R - RESPIRATORY SYSTEM | S - SENSORY ORGANS | S - SENSORY ORGANS | D - DERMATOLOGICALS | D - DERMATOLOGICALS | S - SENSORY ORGANS | C - CARDIOVASCULAR SYSTEM | D - DERMATOLOGICALS | H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS | S - SENSORY ORGANS";"Glucocorticoid";"US-6899717-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"1";"1";"0";"Prescription Only";"C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO";"InChI=1S/C22H29FO5/c1-12-8-16-15-5-4-13-9-14(25)6-7-19(13,2)21(15,23)17(26)10-20(16,3)22(12,28)18(27)11-24/h6-7,9,12,15-17,24,26,28H,4-5,8,10-11H2,1-3H3/t12-,15+,16+,17+,19+,20+,21+,22+/m1/s1";"False";"0"
"CHEMBL479";"THIORIDAZINE";"DL-THIORIDAZINE|MELLARIL-S|MELLERETTE|MELLERIL|Mellaril|NOVORIDAZINE|RIDERIL|SONAPAX|THIORIDAZINE|THIORIDAZINE PROLONGATUM|THIORIL|TP-21";"TP-21";"4.0";"Ani Pharmaceuticals Inc|Watson Laboratories Inc|Heritage Pharma Labs Inc Dba Avet Pharmaceuticals Labs Inc|Chartwell Rx Sciences Llc|Actavis Mid Atlantic Llc|Sun Pharmaceutical Industries Inc|Sandoz Inc|Superpharm Corp|Novartis Pharmaceuticals Corp|West Ward Pharmaceutical Corp";"";"1962";"";"";"1962";"N05AC02";"N05AC - Phenothiazines with piperidine structure";"N05A - ANTIPSYCHOTICS";"N05 - PSYCHOLEPTICS";"N - NERVOUS SYSTEM";"Antipsychotic; Sedative-Hypnotic,Sedative-Hypnotic; Antipsychotic";"None";"1:Synthetic Small Molecule";"0";"0";"Racemic Mixture";"0";"1";"0";"0";"1";"Withdrawn";"CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2";"InChI=1S/C21H26N2S2/c1-22-13-6-5-7-16(22)12-14-23-18-8-3-4-9-20(18)25-21-11-10-17(24-2)15-19(21)23/h3-4,8-11,15-16H,5-7,12-14H2,1-2H3";"True";"0"
"CHEMBL1046";"AMINOCAPROIC ACID";".EPSILON.-AMINOCAPROIC ACID|177 J.D|177 J.D.|177 JD|177-JD|6-AMINOCAPROIC ACID|AMICAR|AMINOCAPROIC|AMINOCAPROIC ACID|CL 10304|CL-10304|CY-116|EACA|EPSIKAPRON|EPSILCAPRAMIN|EPSILON-AMINOCAPROIC ACID|HEXANOIC ACID, 6-AMINO-|NSC-26154|NSC-400230";"177 J.D|177 J.D.|177 JD|177-JD|CL 10304|CL-10304|CY-116|EACA|NSC-26154|NSC-400230";"4.0";"Baxter Healthcare Corp Anesthesia And Critical Care|Optimus Pharma Private Ltd|Tulex Pharmaceuticals Inc|Msn Laboratories Private Ltd|Carnegie Pharmaceuticals Llc|Ani Pharmaceuticals Inc|Luitpold Pharmaceuticals Inc|Vistapharm Inc|Annora Pharma Private Ltd|Edenbridge Pharmaceuticals Llc";"";"1963";"";"";"1964";"B02AA01";"B02AA - Amino acids";"B02A - ANTIFIBRINOLYTICS";"B02 - ANTIHEMORRHAGICS";"B - BLOOD AND BLOOD FORMING ORGANS";"Hemostatic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"1";"0";"0";"Prescription Only";"NCCCCCC(=O)O";"InChI=1S/C6H13NO2/c7-5-3-1-2-4-6(8)9/h1-5,7H2,(H,8,9)";"False";"0"
"CHEMBL451";"CHLORDIAZEPOXIDE";"A-Poxide|CHLORDIAZEPOXIDE|CHLORDIAZEPOXIDE CIV|CLOPOXIDE|Chlordiazachel|Chlordiazepoxide|Clopoxide|LIBRELEASE|LIBRITABS|Librium|Lygen|SARLIB|Trakipeal|Zeisin";"";"4.0";"Nuvo Phamaceuticals Inc|Hoffmann La Roche Inc|Parke Davis Div Warner Lambert Co|Ascot Hosp Pharmaceuticals Inc Div Travenol Laboratories Inc|John J Ferrante|Halsey Drug Co Inc|Mm Mast And Co|Watson Laboratories Inc|Bausch Health Us Llc|Alra Laboratories Inc";"";"1963";"";"";"1960";"N05BA02";"N05BA - Benzodiazepine derivatives";"N05B - ANXIOLYTICS";"N05 - PSYCHOLEPTICS";"N - NERVOUS SYSTEM";"Sedative-Hypnotic,Tranquilizer (minor)";"None";"1:Synthetic Small Molecule";"1";"1";"Achiral Molecule";"0";"1";"1";"0";"1";"Prescription Only";"CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1";"InChI=1S/C16H14ClN3O/c1-18-15-10-20(21)16(11-5-3-2-4-6-11)13-9-12(17)7-8-14(13)19-15/h2-9H,10H2,1H3,(H,18,19)";"False";"0"
"CHEMBL621";"TRAZODONE";"Desyrel|J10.767K|TRAZODONE|TRITTICO|Trazodone|Trialodine";"J10.767K";"4.0";"Watson Laboratories Inc|Pliva Inc|Zydus Pharmaceuticals Usa Inc|Quantum Pharmics Ltd|Usl Pharma Inc|Pragma Pharmaceuticals Llc|Teva Pharmaceuticals Usa Inc|Sun Pharmaceutical Industries Inc|Oxford Pharmaceuticals Llc|Alvogen Inc";"";"1970";"";"";"1981";"N06AX05";"N06AX - Other antidepressants";"N06A - ANTIDEPRESSANTS";"N06 - PSYCHOANALEPTICS";"N - NERVOUS SYSTEM";"Antidepressant";"US-7829120-B2";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"1";"Prescription Only";"O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12";"InChI=1S/C19H22ClN5O/c20-16-5-3-6-17(15-16)23-13-11-22(12-14-23)8-4-10-25-19(26)24-9-2-1-7-18(24)21-25/h1-3,5-7,9,15H,4,8,10-14H2";"False";"0"
"CHEMBL927";"CEFDINIR";"BMY-28488|CEFDINIR|CEFDINIR ANHYDROUS|CEFZON|CI-983|Cefzon|FK 482|FK-482|NSC-758926|OMNICEF";"BMY-28488|CI-983|FK 482|FK-482|NSC-758926";"4.0";"Sandoz Inc|Lupin Ltd|Aurobindo Pharma Ltd|Abbvie Inc|Anda Repository Llc|Teva Pharmaceuticals Usa|Alkem Laboratories Ltd";"'cef-'";"1991";"cephalosporins";"'cef-(cef-)'";"1997";"J01DD15";"J01DD - Third-generation cephalosporins";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1";"InChI=1S/C14H13N5O5S2/c1-2-5-3-25-12-8(11(21)19(12)9(5)13(22)23)17-10(20)7(18-24)6-4-26-14(15)16-6/h2,4,8,12,24H,1,3H2,(H2,15,16)(H,17,20)(H,22,23)/b18-7-/t8-,12-/m1/s1";"False";"0"
"CHEMBL44618";"CHLOROFORM";"CHLOROFORM|CHLOROFORM BP|CHLOROFORMUM|Chloroform|HCC 20|NSC-77361|R 20 (REFRIGERANT)";"NSC-77361";"4.0";"";"";"";"";"";"";"N01AB02";"N01AB - Halogenated hydrocarbons";"N01A - ANESTHETICS, GENERAL";"N01 - ANESTHETICS";"N - NERVOUS SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Withdrawn";"ClC(Cl)Cl";"InChI=1S/CHCl3/c2-1(3)4/h1H";"True";"0"
"CHEMBL106";"FLUCONAZOLE";"ALKANAZOLE|BAYT-006267|BAYT006267|CANESTEN ORAL|DIFLUCAN|DIFLUCAN IN SODIUM CHLORIDE|DIFLUCAN ONE|DIFLUCONAZOLE|Diflucan|FLUCONAZOLE|FLUCONAZOLE IN SODIUM CHLORIDE|FLUCONAZOLI|NSC-758661|Triflucan|UK-49,858|UK-49858|ZOLTEC";"BAYT-006267|BAYT006267|NSC-758661|UK-49,858|UK-49858";"4.0";"Pfizer Inc|Hikma Farmaceutica Portugal Lda|West-Ward Pharmaceuticals International Ltd|Chartwell Life Molecules Llc|Hainan Poly Pharm Co Ltd|Thinq Pharma-Cro Private Ltd|Ani Pharmaceuticals Inc|Pliva Inc|Zydus Pharmaceuticals Usa Inc|Hikma Farmaceutica (Portugal) Sa";"'-conazole'";"1988";"systemic antifungals (miconazole type)";"'-conazole(-conazole)'";"1990";"J02AC01 | D01AC15";"J02AC - Triazole and tetrazole derivatives | D01AC - Imidazole and triazole derivatives";"J02A - ANTIMYCOTICS FOR SYSTEMIC USE | D01A - ANTIFUNGALS FOR TOPICAL USE";"J02 - ANTIMYCOTICS FOR SYSTEMIC USE | D01 - ANTIFUNGALS FOR DERMATOLOGICAL USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE | D - DERMATOLOGICALS";"Antifungal";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"1";"0";"0";"Prescription Only";"OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F";"InChI=1S/C13H12F2N6O/c14-10-1-2-11(12(15)3-10)13(22,4-20-8-16-6-18-20)5-21-9-17-7-19-21/h1-3,6-9,22H,4-5H2";"False";"0"
"CHEMBL972";"SELEGILINE";"EMSAM|Eldepryl|L-SELEGILINE|SELEGILINE|Zelapar";"";"4.0";"Cosette Pharmaceuticals Inc|Apotex Inc|Apotex Inc Etobicoke Site|I3 Pharmaceuticals Llc|Bayshore Pharmaceuticals Llc|Bausch Health Us Llc|Rising Pharma Holdings Inc|G And W Laboratories Inc|Novitium Pharma Llc|Chartwell Molecules Llc";"'-giline'";"1992";"Monoamine oxidase (MAO) inhibitors, type B";"'-giline(-giline)'";"1989";"N04BD01";"N04BD - Monoamine oxidase B inhibitors";"N04B - DOPAMINERGIC AGENTS";"N04 - ANTI-PARKINSON DRUGS";"N - NERVOUS SYSTEM";"Antidyskinetic; Antiparkinsonian (in combination with levodopa/carbidopa)";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"1";"1";"Prescription Only";"C#CCN(C)[C@H](C)Cc1ccccc1";"InChI=1S/C13H17N/c1-4-10-14(3)12(2)11-13-8-6-5-7-9-13/h1,5-9,12H,10-11H2,2-3H3/t12-/m1/s1";"False";"0"
"CHEMBL1451";"TRIAMCINOLONE";"ARISTOCORT|Aristocort A|DELPHICORT|FLUOXIPREDNISOLONE|KENACORT|Kenalog|NSC-13397|TRIAMCINOLONE|Triamcinolone|VOLON";"NSC-13397";"4.0";"Mylan Pharmaceuticals Inc|Sandoz Inc|Astellas Pharma Us Inc|Ivax Pharmaceuticals Inc Sub Teva Pharmaceuticals Usa|Teva Pharmaceuticals Usa Inc|Purepac Pharmaceutical Co|Watson Laboratories Inc|Impax Laboratories Inc|Roxane Laboratories Inc|Barr Laboratories Inc";"'-olone'";"";"steroids (not prednisolone derivatives)";"'-olone(-olone)'";"1957";"H02AB08 | R03BA06 | R01AD11 | D07XB02 | S01BA05 | C05AA12 | D07AB09 | A01AC01";"H02AB - Glucocorticoids | R03BA - Glucocorticoids | R01AD - Corticosteroids | D07XB - Corticosteroids, moderately potent, other combinations | S01BA - Corticosteroids, plain | C05AA - Corticosteroids | D07AB - Corticosteroids, moderately potent (group II) | A01AC - Corticosteroids for local oral treatment";"H02A - CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN | R03B - OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS | R01A - DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE | D07X - CORTICOSTEROIDS, OTHER COMBINATIONS | S01B - ANTIINFLAMMATORY AGENTS | C05A - AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE | D07A - CORTICOSTEROIDS, PLAIN | A01A - STOMATOLOGICAL PREPARATIONS";"H02 - CORTICOSTEROIDS FOR SYSTEMIC USE | R03 - DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES | R01 - NASAL PREPARATIONS | D07 - CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS | S01 - OPHTHALMOLOGICALS | C05 - VASOPROTECTIVES | D07 - CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS | A01 - STOMATOLOGICAL PREPARATIONS";"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS | R - RESPIRATORY SYSTEM | R - RESPIRATORY SYSTEM | D - DERMATOLOGICALS | S - SENSORY ORGANS | C - CARDIOVASCULAR SYSTEM | D - DERMATOLOGICALS | A - ALIMENTARY TRACT AND METABOLISM";"Glucocorticoid";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Discontinued";"C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F";"InChI=1S/C21H27FO6/c1-18-6-5-12(24)7-11(18)3-4-13-14-8-15(25)21(28,17(27)10-23)19(14,2)9-16(26)20(13,18)22/h5-7,13-16,23,25-26,28H,3-4,8-10H2,1-2H3/t13-,14-,15+,16-,18-,19-,20-,21-/m0/s1";"False";"0"
